April 27, 1991
May 4, 1991
May 11, 1991
May 18, 1991
May 25, 1991
June 1, 1991
June 8, 1991
June 15, 1991
June 22, 1991
June 29, 1991
July 13, 1991
July 20, 1991
July 27, 1991
August 3, 1991
August 17, 1991
August 31, 1991
September 14, 1991
September 21, 1991
September 28, 1991
October 5, 1991
October 12, 1991
October 19, 1991
October 26, 1991
November 2, 1991
November 9, 1991
November 16, 1991
November 23, 1991
November 30, 1991
December 7, 1991
December 14, 1991
December 21, 1991
December 28, 1991
January 4, 1992
January 11, 1992
January 18, 1992
January 25, 1992
February 1, 1992
February 8, 1992
February 15, 1992
February 22, 1992
February 29, 1992
March 7, 1992
March 14, 1992
March 21, 1992
March 28, 1992
April 4, 1992
April 11, 1992
April 18, 1992
April 25, 1992
May 2, 1992
May 9, 1992
May 16, 1992
May 30, 1992
June 6, 1992
June 20, 1992
June 27, 1992
July 11, 1992
July 18, 1992
July 25, 1992
August 8, 1992
August 22, 1992
August 29, 1992
September 12, 1992
September 19, 1992
September 26, 1992
October 3, 1992
October 10, 1992
October 17, 1992
October 24, 1992
October 31, 1992
November 7, 1992
November 14, 1992
November 21, 1992
November 28, 1992
December 5, 1992
December 12, 1992
December 19, 1992
December 26, 1992
January 2, 1993
January 9, 1993
January 16, 1993
January 23, 1993
January 30, 1993
February 6, 1993
February 13, 1993
February 20, 1993
February 27, 1993
March 6, 1993
March 13, 1993
March 20, 1993
March 27, 1993
April 3, 1993
April 10, 1993
April 17, 1993
April 24, 1993
May 1, 1993
May 8, 1993
May 15, 1993
May 22, 1993
May 29, 1993
June 5, 1993
June 12, 1993
June 19, 1993
June 26, 1993
July 10, 1993
July 24, 1993
July 31, 1993
August 7, 1993
August 21, 1993
August 28, 1993
September 11, 1993
September 18, 1993
September 25, 1993
October 2, 1993
October 9, 1993
October 16, 1993
October 23, 1993
October 30, 1993
November 6, 1993
November 13, 1993
November 20, 1993
November 27, 1993
December 4, 1993
December 11, 1993
December 18, 1993
December 25, 1993
January 1, 1994
January 8, 1994
January 15, 1994
January 22, 1994
January 29, 1994
February 5, 1994
February 12, 1994
February 19, 1994
February 26, 1994
March 5, 1994
March 12, 1994
March 19, 1994
March 26, 1994
April 2, 1994
April 9, 1994
April 16, 1994
April 23, 1994
April 30, 1994
May 7, 1994
May 14, 1994
May 21, 1994
June 4, 1994
June 11, 1994
June 18, 1994
July 2, 1994
July 9, 1994
July 16, 1994
July 23, 1994
August 13, 1994
August 20, 1994
August 27, 1994
September 10, 1994
September 17, 1994
September 24, 1994
October 1, 1994
October 8, 1994
October 15, 1994
October 22, 1994
October 29, 1994
November 5, 1994
November 12, 1994
November 19, 1994
November 26, 1994
December 3, 1994
December 10, 1994
December 17, 1994
December 24, 1994
December 31, 1994
January 7, 1995
January 14, 1995
January 21, 1995
January 28, 1995
February 4, 1995
February 11, 1995
February 18, 1995
February 25, 1995
March 4, 1995
March 18, 1995
March 25, 1995
April 1, 1995
April 22, 1995
April 29, 1995
May 13, 1995
May 20, 1995
May 27, 1995
June 3, 1995
June 10, 1995
June 17, 1995
June 24, 1995
July 1, 1995
July 8, 1995
July 15, 1995
July 22, 1995
July 29, 1995
August 5, 1995
August 12, 1995
August 26, 1995
September 9, 1995
September 16, 1995
September 23, 1995
September 30, 1995
October 7, 1995
October 14, 1995
October 21, 1995
October 28, 1995
November 4, 1995
November 11, 1995
November 18, 1995
November 25, 1995
December 2, 1995
December 9, 1995
December 16, 1995
December 23, 1995
December 30, 1995
January 6, 1996
January 13, 1996
January 20, 1996
January 27, 1996
February 3, 1996
February 10, 1996
February 17, 1996
February 24, 1996
March 2, 1996
March 9, 1996
March 16, 1996
March 23, 1996
March 30, 1996
April 6, 1996
April 13, 1996
April 20, 1996
April 27, 1996
May 4, 1996
May 11, 1996
May 18, 1996
June 1, 1996
June 8, 1996
June 15, 1996
June 22, 1996
June 29, 1996
July 6, 1996
July 13, 1996
July 20, 1996
July 27, 1996
August 3, 1996
August 10, 1996
August 17, 1996
August 24, 1996
September 7, 1996
July 14, 1996
September 21, 1996
September 28, 1996
October 5, 1996
October 12, 1996
October 19, 1996
October 26, 1996
November 2, 1996
November 9, 1996
November 16, 1996
November 23, 1996
November 30, 1996
December 7, 1996
December 14, 1996
December 21, 1996
December 28, 1996
January 4, 1997
January 11, 1997
January 18, 1997
January 25, 1997
February 1, 1997
February 8, 1997
February 15, 1997
February 22, 1997
March 1, 1997
March 8, 1997
March 15, 1997
March 22, 1997
March 29, 1997
April 5, 1997
May 12, 1997
April 19, 1997
April 26, 1997
May 3, 1997
May 10, 1997
May 17, 1997
May 24, 1997
May 31, 1997
June 7, 1997
June 14, 1997
June 21, 1997
June 28, 1997
July 5, 1997
July 12, 1997
July 19, 1997
July 26, 1997
August 2, 1997
August 9, 1997
August 16, 1997
August 23, 1997
August 30, 1997
September 6, 1997
September 13, 1997
September 20, 1997
September 27, 1997
October 4, 1997
October 11, 1997
October 18, 1997
October 25, 1997
November 1, 1997
November 8, 1997
November 15, 1997
November 22, 1997
November 29, 1997
December 6, 1997
December 13, 1997
December 20, 1997
December 27, 1997
January 3, 1998
January 10, 1998
January 17, 1998
January 24, 1998
January 31, 1998
February 7, 1998
February 14, 1998
February 21, 1998
February 28, 1998
March 7, 1998
March 14, 1998
March 21, 1998
March 28, 1998
April 4, 1998
April 11, 1998
April 18, 1998
April 25, 1998
May 2, 1998
May 9, 1998
May 30, 1998
June 6, 1998
June 13, 1998
June 20, 1998
June 27, 1998
July 4, 1998
July 11, 1998
July 18, 1998
July 25, 1998
August 1, 1998
August 15, 1998
August 22, 1998
August 29, 1998
September 5, 1998
September 12, 1998
September 19, 1998
September 26, 1998
October 3, 1998
October 10, 1998
October 17, 1998
October 24, 1998
October 31, 1998
November 7, 1998
November 14, 1998
November 21, 1998
November 28, 1998
December 5, 1998
December 12, 1998
December 19, 1998
December 26, 1998
January 2, 1999
January 9, 1999
January 16, 1999
January 23, 1999
